mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__criterion,param_classifier__max_depth,param_classifier__min_samples_leaf,param_classifier__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.03206960360209147,0.0027432502723895797,0.01940472920735677,0.0006095067442564649,,gini,7,4,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}",0.11663799968147792,0.10702110389610389,0.09603992767979906,0.10656634375246028,0.008415273718573537,177
0.028852383295694988,0.004572221415256214,0.01627659797668457,0.001765586289936498,,gini,7,4,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}",0.11663799968147792,0.10702110389610389,0.09603992767979906,0.10656634375246028,0.008415273718573537,177
0.03187410036722819,0.003928820232674087,0.016745646794637043,0.003222289538353765,,gini,10,1,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}",0.1758325817351497,0.137419401976364,0.09529854245371486,0.13618350872174287,0.03288949624473378,63
0.033772945404052734,0.005096850580108465,0.01964735984802246,0.0006636593746850065,,gini,10,1,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}",0.18319521909778708,0.1569080919080919,0.1053942652329749,0.14849919207961795,0.03231387011602128,50
0.033665736516316734,0.0037226262845688265,0.018410762151082356,0.0017459569315854968,,gini,10,1,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}",0.1718323343323343,0.1418512737262737,0.11908170373687614,0.14425510393182805,0.021602330997641177,56
0.03467647234598795,0.002529824347406948,0.017545143763224285,0.001505156239409335,,gini,10,2,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}",0.18319521909778708,0.1569080919080919,0.11908170373687614,0.15306167158091838,0.026315165779241076,46
0.029716332753499348,0.0032067565392951028,0.013703187306722006,0.0002478215068433407,,gini,10,2,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}",0.18319521909778708,0.1569080919080919,0.1214176325466648,0.1538403145175146,0.025313711615235383,45
0.03595376014709473,0.001030484834540667,0.01922742525736491,0.0002911532658633045,,gini,10,2,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}",0.1718323343323343,0.1418512737262737,0.11908170373687614,0.14425510393182805,0.021602330997641177,56
0.033098300298055015,0.0015726252414531947,0.018619219462076824,0.00024437724735664693,,gini,10,4,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",0.16046328671328672,0.15910037680812003,0.12562496934020112,0.1483962109538693,0.016111309988606142,51
0.03183285395304362,0.0019924630369151006,0.01374491055806478,0.0006954130168056085,,gini,10,4,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}",0.16046328671328672,0.15910037680812003,0.12562496934020112,0.1483962109538693,0.016111309988606142,51
