Record_#,Drug_Name,DrugBank_ID,Molecular_Weight,LogP,Hydrogen_Bond_Donors,Hydrogen_Bond_Acceptors,TPSA,Rotatable_Bonds,Drug_Class,Target_Protein_UniProt,Current_Use,Repurposed_Use,Repurposed_Category
118,Butorphanol,DB00611,327.47,3.37,2,3,43.7,2,"Analgesics, Opioid",P35372; P41143; P41145,Labor Pain,pain,Pain
119,Cabazitaxel,DB06772,835.94,4.57,3,14,202.45,10,Antineoplastic Agents,P68366; Q9H4B7,Metastatic Prostate Carcinoma,,Others
120,Cabergoline,DB00248,451.62,3.19,2,4,71.68,8,Antineoplastic Agents,P07550; P08588; P08908; P08913; P14416; P18089; P18825; P21728; P21917; P21918; P25100; P28221; P28222; P28223; P28335; P34969; P35348; P35368; P35462; P41595,Hyperprolactinemia,,Others
121,Calcidiol,DB00146,400.65,6.73,2,2,40.46,6,Bone Density Conservation Agents,P11473,Hypocalcemia,hypophosphatemia; renal osteodystrophy; rickets,Kidney
122,Calcipotriol,DB02300,412.61,5.09,3,3,60.69,5,Dermatologic Agents,P11473,Chronic small plaque psoriasis,scalp psoriasis,Skin
123,Calcitriol,DB00136,416.65,5.7,3,3,60.69,6,Bone Density Conservation Agents,P11473,Chronic small plaque psoriasis,hypocalcemia; hypoparathyroidism; hypophosphatemia; renal osteodystrophy,Kidney
124,Calcium Gluceptate,DB00326,490.42,-11.31,12,16,323.02,12,Antihypermagnesemic Agents,,Cardiac Arrest,disorder of electrolytes; hyperkalemia; hypermagnesemia; hypocalcemia; hypocalcemic tetany,Others
125,Canagliflozin,DB08907,444.52,2.97,4,6,90.15,5,Antidiabetic Agents,P13866; P31639,"Diabetes Mellitus, Non-Insulin-Dependent",,Others
126,Candesartan,DB00796,440.46,4.03,2,6,118.81,7,Antihypertensive Agents,P30556,Chronic heart failure,hypertensive disease,Others
127,Capecitabine,DB01101,359.35,0.76,3,7,122.91,6,Prodrugs,P04818,Carcinoma breast stage IV,malignant neoplasm of stomach; metastasis from malignant tumor of colon,Cancer
128,Capsaicin,DB06774,305.42,3.79,2,3,58.56,9,,,Arthritic pains,back pain; neuralgia; postherpetic neuralgia; sprains and strains,Pain
129,Captopril,DB01197,217.29,0.63,2,3,57.61,3,Angiotensin-Converting Enzyme Inhibitors,P08253; P09960; P12821; P14780,Chronic heart failure,diabetic nephropathy; hypertensive disease,Kidney
130,Carbamazepine,DB00564,236.27,3.39,1,1,46.33,0,Anticonvulsants,Q14524,"Bipolar affective disorder, current episode manic","bipolar disorder in remission; epilepsies, partial; epilepsy; epilepsy characterized by intractable complex partial seizures; glossopharyngeal neuralgia; lennox-gastaut syndrome; mixed bipolar i disorder; simple partial seizures; tonic - clonic seizures; tonic-clonic epilepsy; trigeminal neuralgia; mixed; epileptic",Brain
131,Carbenicillin,DB00578,378.41,0.49,3,5,124.01,5,Anti-Bacterial Agents,,Bacterial urinary infection,escherichia coli urinary tract infection; proteus urinary tract infection; urinary tract infection enterococcus; urinary tract infection; prostatitis,Urinary
132,Carboprost Tromethamine,DB00429,489.65,-0.96,7,8,189.15,15,,P34995,Postpartum Hemorrhage,unspecified abortion,Others
133,Carfilzomib,DB08889,719.92,2.58,4,8,158.47,20,Antineoplastic Agents,P20618; P28062; P28065; P28074; P40306; P49721,Multiple Myeloma,,Others
134,Cariprazine,DB06016,427.42,4.34,1,3,38.82,5,,,"Bipolar affective disorder, current episode manic",mixed bipolar i disorder; schizophrenia,Mental Health
135,Carmustine,DB00262,214.05,1.16,1,3,61.77,5,"Antineoplastic Agents, Alkylating",P00390,Diffuse Large B-Cell Lymphoma,"glioblastoma multiforme of brain; hodgkin disease; lymphoma, non-hodgkin; malignant glioma; malignant neoplasm of brain; multiple myeloma",Cancer
136,Carteolol,DB00521,292.38,1.7,3,4,70.59,5,Antihypertensive Agents,P07550; P08588,"Glaucoma, Open-Angle",hypertensive disease; ocular hypertension,Heart
137,Carvedilol,DB01136,406.48,3.74,3,5,75.74,10,Antihypertensive Agents,O95298; P07550; P08588; P08913; P15692; P16581; P16860; P17302; P18089; P18825; P19320; P25100; P35348; P35368; Q12809; Q16665,Chronic heart failure,hypertensive disease,Others
138,Caspofungin,DB00520,1093.33,-3.31,16,18,412.03,23,Antifungal Agents,A2QLK4,Candidemia,candidiasis of the esophagus; candidal peritonitis,Others
139,Cefaclor,DB00833,367.81,0.62,3,5,112.73,4,Anti-Bacterial Agents,Q75Y35,Acute Moraxella catarrhalis bronchitis,haemophilus influenzae pneumonia; infection of skin and/or subcutaneous tissue; infective otitis media; lower respiratory tract infection; pharyngitis; pneumonia; staphylococcus aureus infection; streptococcal tonsillitis; tonsillitis; upper respiratory infections; urinary tract infection,Ear/Nose/Throat
140,Cefadroxil,DB01140,363.4,0.15,4,6,132.96,4,Anti-Bacterial Agents,P0A3M6; Q75Y35; Q7CRA4; Q8DR59,Escherichia coli urinary tract infection,infection of skin and/or subcutaneous tissue; klebsiella cystitis; proteus urinary tract infection; staphylococcus aureus infection; streptococcal tonsillitis; streptococcus pyogenes infection; tonsillitis; urinary tract infection,Urinary
141,Cefalotin,DB00456,396.45,0.59,2,7,113.01,6,Anti-Bacterial Agents,P00811; P0A3M6; Q75Y35; Q7CRA4; Q8DNB6; Q8DR59,Arthropathy associated with infection,bacterial infection due to klebsiella pneumoniae; bacterial sepsis; female genital tract infection; genitourinary tract infection; haemophilus influenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; lower respiratory tract infection; pneumonia; urinary tract infection,Infection
142,Cefamandole,DB01326,462.51,-0.23,3,9,150.54,7,Anti-Bacterial Agents,,Arthropathy associated with infection,bacterial infection due to klebsiella pneumoniae; bacterial peritonitis; bacterial sepsis; bacterial urinary infection; enterobacteriaceae infections; escherichia coli infections; escherichia coli septicemia; escherichia coli urinary tract infection; haemophilus influenzae pneumonia; haemophilus sepsis; infection of bone; infection of skin and/or subcutaneous tissue; intraabdominal infections; klebsiella cystitis; lower respiratory tract infection; osteomyelitis due to staphylococcus aureus; peritonitis; pneumonia; pneumonia due to escherichia coli; proteus pneumonia; proteus urinary tract infection; staphylococcal pneumonia; staphylococcal bacteraemia; staphylococcus aureus infection; streptococcal sepsis; streptococcus pyogenes infection; urinary tract infection enterococcus; urinary tract infection,Infection
143,Cefapirin,DB01139,423.47,0.48,2,8,125.9,7,Anti-Bacterial Agents,,Arthropathy associated with infection,bacterial infection due to klebsiella pneumoniae; bacterial sepsis; escherichia coli infections; escherichia coli septicemia; escherichia coli urinary tract infection; haemophilus influenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; klebsiella cystitis; lower respiratory tract infection; osteomyelitis due to staphylococcus aureus; pneumonia; proteus urinary tract infection; rhinoscleroma; staphylococcal pneumonia; staphylococcal bacteraemia; staphylococcal endocarditis; staphylococcus aureus infection; streptococcal endocarditis; streptococcal sepsis; streptococcus pyogenes infection; urinary tract infection,Infection
144,Cefazolin,DB01327,454.52,-0.64,2,11,156.09,7,Anti-Bacterial Agents,P02918; P02919; P0AD65; P0AD68; P27169; P76577,Arthropathy associated with infection,"bacterial sepsis; cholangitis; genitourinary tract infection; infection of bone; infection of skin and/or subcutaneous tissue; lower respiratory tract infection; pneumonia, bacterial; staphylococcal pneumonia",Infection
145,Cefdinir,DB00535,395.42,-0.17,4,9,158.21,5,Anti-Bacterial Agents,P05164,Acute Moraxella catarrhalis bronchitis,haemophilus influenzae pneumonia; haemophilus parainfluenzae pneumonia; infective otitis media; moraxella catarrhalis pneumonia; staphylococcus aureus infection; streptococcal tonsillitis; streptococcus pyogenes infection,Ear/Nose/Throat
146,Cefditoren,DB01066,506.59,1.29,3,11,160.1,7,Anti-Bacterial Agents,P0A3M6,Acute exacerbation of chronic bronchitis,"haemophilus influenzae pneumonia; haemophilus parainfluenzae pneumonia; moraxella catarrhalis pneumonia; pneumonia, bacterial; staphylococcus aureus infection; streptococcal pneumonia; streptococcal tonsillitis; streptococcus pyogenes infection",Infection
147,Cefepime,DB01413,480.57,-1.28,2,10,150.04,7,Anti-Bacterial Agents,P0AD65; P0AD68; Q51504; Q9X6V3,Bacterial infection due to Klebsiella pneumoniae,"enterobacter pneumonia; escherichia coli urinary tract infection; intraabdominal infections; klebsiella cystitis; pyelonephritis e coli; pneumonia due to pseudomonas; pneumonia, bacterial; proteus urinary tract infection; staphylococcus aureus infection; streptococcal pneumonia; streptococcus pyogenes infection",Urinary
148,Cefixime,DB00671,453.46,-0.54,4,10,184.51,8,Anti-Bacterial Agents,P44469,Acute exacerbation of chronic bronchitis,acute gonococcal cervicitis; acute gonococcal urethritis; acute otitis media; bronchitis; escherichia coli urinary tract infection; gonorrhea; infective otitis media; pharyngitis; proteus urinary tract infection; streptococcal tonsillitis; tonsillitis; upper respiratory infections; urinary tract infection,Ear/Nose/Throat
149,Cefmetazole,DB00274,471.55,-0.73,2,11,163.33,9,Anti-Bacterial Agents,P02918; P02919; P08506; P0AD68; P0AEB2,Haemophilus influenzae pneumonia,infection of skin and/or subcutaneous tissue; intraabdominal infections; lower respiratory tract infection; pneumonia; pneumonia due to escherichia coli; staphylococcal pneumonia; urinary tract infection,Respiratory
150,Cefonicid,DB01328,542.58,-0.92,4,11,204.91,9,Anti-Bacterial Agents,P02918; P02919; P0AD65; P0AD68; P24228,Arthropathy associated with infection,bacterial infection due to klebsiella pneumoniae; bacterial sepsis; escherichia coli septicemia; escherichia coli urinary tract infection; haemophilus influenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; klebsiella cystitis; lower respiratory tract infection; osteomyelitis due to staphylococcus aureus; pneumonia; pneumonia due to escherichia coli; proteus urinary tract infection; staphylococcus aureus infection; streptococcal sepsis; streptococcus pyogenes infection; urinary tract infection,Infection
151,Cefotaxime,DB00493,455.47,-0.62,3,11,173.51,7,Anti-Bacterial Agents,P0A3M6; P42971; Q7CRA4; Q8DNB6; Q8DR59,"Arthritis, Bacterial","bacterial infection due to klebsiella pneumoniae; bacterial sepsis; bacterial urinary infection; enterobacter pneumonia; escherichia coli septicemia; escherichia coli urinary tract infection; female genital tract infection; haemophilus influenzae pneumonia; haemophilus influenzae type b infection; haemophilus parainfluenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; intraabdominal infections; klebsiella cystitis; lower respiratory tract infection; meningitis due to klebsiella mobilis; meningitis, bacterial; meningitis, escherichia coli; meningococcal meningitis; neonatal meningitis; neonatal pneumonia; ophthalmia neonatorum; peritonitis; pneumonia due to escherichia coli; pneumonia due to pseudomonas; pneumonia, bacterial; proteus pneumonia; proteus urinary tract infection; sepsis due to staphylococcus aureus; sepsis of the newborn; serratia infections; serratia sepsis; staphylococcal pneumonia; streptococcal meningitis; streptococcal sepsis; urinary tract infection citrobacter; urinary tract infection enterococcus",Infection
152,Cefotetan,DB01330,575.63,-1.4,4,13,219.93,9,Anti-Bacterial Agents,Q75Y35,Acute gonococcal endometritis,"bacterial infection due to klebsiella pneumoniae; bacterial sepsis; endometritis; escherichia coli infections; escherichia coli urinary tract infection; female genital tract infection; haemophilus influenzae pneumonia; infection of skin and/or subcutaneous tissue; intraabdominal infections; klebsiella cystitis; lower respiratory tract infection; osteomyelitis due to staphylococcus aureus; pelvic inflammatory disease; pneumonia due to escherichia coli; pneumonia, bacterial; proteus pneumonia; proteus urinary tract infection; staphylococcal pneumonia; staphylococcus aureus infection; streptococcus pyogenes infection",Infection
153,Cefoxitin,DB01331,427.46,0.1,3,8,148.26,7,Anti-Bacterial Agents,P02918; P02919; P08506; P0A3M6; P0AD68; P0AEB2; P0AFI5; P24228; Q75Y35; Q7CRA4; Q8DNB6; Q8DR59,Abdominal Abscess,"acute gonococcal cervicitis; acute gonococcal endometritis; arthropathy associated with infection; bacterial infection due to klebsiella pneumoniae; bacterial sepsis; endometritis; escherichia coli infections; escherichia coli septicemia; escherichia coli urinary tract infection; female genital tract infection; female pelvic cellulitis; gonorrhea; haemophilus influenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; intraabdominal infections; klebsiella cystitis; lung abscess; osteomyelitis due to staphylococcus aureus; pelvic inflammatory disease; peritonitis; pneumonia due to escherichia coli; pneumonia, bacterial; postoperative infection; proteus urinary tract infection; rhinoscleroma; sepsis due to staphylococcus aureus; septicemia due to bacteroides; staphylococcal pneumonia; staphylococcus aureus infection; streptococcal sepsis; streptococcus pyogenes infection",Infection
154,Cefpodoxime,DB01416,427.46,-0.54,3,10,156.44,7,Anti-Bacterial Agents,P0AD68,Acute Moraxella catarrhalis bronchitis,"acute exacerbation of chronic bronchitis; acute gonococcal cervicitis; acute gonococcal urethritis; acute maxillary sinusitis; acute otitis media; escherichia coli urinary tract infection; gonorrhea; gonorrhea of rectum; haemophilus influenzae pneumonia; infection of skin and/or subcutaneous tissue; infective otitis media; klebsiella cystitis; pharyngitis; pneumonia, bacterial; proteus urinary tract infection; staphylococcus aureus infection; streptococcal pneumonia; streptococcal tonsillitis; streptococcus pyogenes infection; tonsillitis",Ear/Nose/Throat
155,Cefprozil,DB01150,389.43,0.71,4,6,132.96,5,Anti-Bacterial Agents,,Acute Moraxella catarrhalis bronchitis,acute bacterial sinusitis; acute exacerbation of chronic bronchitis; acute otitis media; bronchitis; infection of skin and/or subcutaneous tissue; infective otitis media; staphylococcus aureus infection; streptococcal tonsillitis; streptococcus pyogenes infection; tonsillitis; upper respiratory infections,Ear/Nose/Throat
156,Cefradine,DB01333,349.41,0.35,3,5,112.73,4,Anti-Bacterial Agents,P02918,Acute otitis media,arthropathy associated with infection; bacterial infection due to klebsiella pneumoniae; escherichia coli urinary tract infection; haemophilus influenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; infective otitis media; klebsiella cystitis; lower respiratory tract infection; pharyngitis; pneumonia; proteus urinary tract infection; staphylococcal pneumonia; staphylococcus aureus infection; streptococcal tonsillitis; streptococcus pyogenes infection; tonsillitis; urinary tract infection enterococcus; upper respiratory infections; urinary tract infection; prostatitis,Infection
157,Ceftaroline fosamil,DB06590,684.7,-0.12,4,14,223.24,11,Cephalosporins,,Bacterial infection due to Klebsiella pneumoniae,escherichia coli infections; haemophilus influenzae pneumonia; pneumonia due to escherichia coli; pneumonia due to staphylococcus aureus; rhinoscleroma; staphylococcus aureus infection; streptococcal pneumonia; streptococcus pyogenes infection,Infection
158,Ceftazidime,DB00438,546.59,-1.3,3,11,191.22,9,Anti-Bacterial Agents,P02918; P02919; P0AD65; P0AD68; P72161; Q75Y35; Q8DR59; Q9X6V3; Q9X6W0,Arthropathy associated with infection,"bacterial infection due to klebsiella pneumoniae; bacterial sepsis; bacterial urinary infection; ecthyma gangrenosum; endometritis; enterobacter pneumonia; enterobacteriaceae infections; escherichia coli infections; escherichia coli septicemia; escherichia coli urinary tract infection; gonococcal meningitis; haemophilus influenzae pneumonia; haemophilus sepsis; infection of bone; infection of skin and/or subcutaneous tissue; intraabdominal infections; klebsiella cystitis; lower respiratory tract infection; meningitis, bacterial; meningococcal meningitis; neonatal meningitis; osteomyelitis due to staphylococcus aureus; pelvic inflammatory disease; peritonitis; pneumonia due to escherichia coli; pneumonia due to pseudomonas; pneumonia, bacterial; proteus pneumonia; proteus urinary tract infection; rhinoscleroma; sepsis due to pseudomonas; sepsis due to staphylococcus aureus; serratia sepsis; staphylococcal pneumonia; staphylococcus aureus infection; streptococcal sepsis; streptococcus pyogenes infection",Infection
159,Ceftibuten,DB01415,410.43,-0.05,4,8,162.92,6,Cephalosporins,P02918; P02919; P0AD65; P0AD68,Acute otitis media,infective otitis media; streptococcal tonsillitis; tonsillitis,Ear/Nose/Throat
160,Ceftizoxime,DB01332,383.41,-0.56,3,9,147.21,5,Anti-Bacterial Agents,P02918; P02919; P0AD68,Acute gonococcal cervicitis,acute gonococcal endometritis; acute gonococcal urethritis; arthropathy associated with infection; bacterial infection due to klebsiella pneumoniae; bacterial peritonitis; bacterial sepsis; bacterial urinary infection; enterobacter pneumonia; enterobacteriaceae infections; escherichia coli infections; escherichia coli septicemia; escherichia coli urinary tract infection; gonorrhea; gonorrhea of rectum; haemophilus influenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; intraabdominal infections; klebsiella cystitis; lower respiratory tract infection; meningitis; osteomyelitis due to staphylococcus aureus; pneumonia; pneumonia due to escherichia coli; proteus pneumonia; proteus urinary tract infection; rhinoscleroma; sepsis due to staphylococcus aureus; septicemia due to bacteroides; serratia infections; serratia sepsis; staphylococcal pneumonia; staphylococcus aureus infection; streptococcal meningitis; streptococcal sepsis; streptococcus pyogenes infection; urinary tract infection,Infection
